name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
org.apache.html.dom.HTMLAreaElementImpl,17,4,0,2,27,136,0,2,17,2,123,0,0,0.854545455,0.317647059,0,0,6.235294118,3,1.1765,1
org.apache.wml.dom.WMLSelectElementImpl,21,4,0,3,28,210,0,3,21,2,118,0,0,0.803921569,0.314285714,1,7,4.619047619,1,0.9524,1
org.apache.html.dom.HTMLLegendElementImpl,5,4,0,2,10,10,0,2,5,2,52,0,0,0.959183673,0.6,0,0,9.4,3,1.6,1
org.apache.xerces.jaxp.SAXParserFactoryImpl,5,2,0,1,14,4,0,1,4,0.25,94,1,0,0.764705882,0.533333333,0,0,17.6,1,0.8,1
org.w3c.dom.Comment,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
org.apache.html.dom.HTMLMenuElementImpl,3,4,0,2,6,3,0,2,3,2,17,0,0,0.979166667,0.5,0,0,4.666666667,1,0.6667,1
org.apache.html.dom.HTMLFrameSetElementImpl,5,4,0,2,8,10,0,2,5,2,28,0,0,0.959183673,0.6,0,0,4.6,1,0.8,1
org.w3c.dom.html.HTMLTableSectionElement,11,1,0,0,11,55,0,0,11,2,11,0,0,0,0.515151515,0,0,0,1,1,0
org.w3c.dom.Text,1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,1,0
org.apache.xerces.dom.ChildNode,8,2,2,9,14,18,9,2,5,0.904761905,69,0.666666667,2,0.88,0.416666667,1,3,7.25,2,1.25,1
org.xml.sax.SAXParseException,9,4,0,0,15,28,0,0,8,0.375,106,1,0,0.8,0.466666667,0,0,10.33333333,1,0.5556,0
org.apache.wml.dom.WMLDocumentImpl,4,3,0,39,23,4,37,3,2,0.982905983,580,0.051282051,0,0.977777778,0.555555556,1,1,134.25,1,0.5,1
org.w3c.dom.html.HTMLBaseElement,4,1,0,0,4,6,0,0,4,2,4,0,0,0,0.75,0,0,0,1,1,0
org.apache.wml.WMLDocument,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1
org.apache.html.dom.HTMLBaseFontElementImpl,7,4,0,2,11,21,0,2,7,2,43,0,0,0.94,0.571428571,0,0,5.142857143,1,0.8571,1
org.w3c.dom.DOMException,1,4,0,0,2,0,0,0,1,2,24,0,0,1,1,0,0,7,0,0,0
org.w3c.dom.traversal.NodeFilter,1,1,0,0,1,0,0,0,1,2,17,0,0,0,1,0,0,0,1,1,0
org.w3c.dom.Notation,2,1,0,0,2,1,0,0,2,2,2,0,0,0,1,0,0,0,1,1,0
org.apache.wml.WMLGoElement,8,1,0,2,8,28,1,1,8,2,8,0,0,0,0.75,0,0,0,1,1,1
org.w3c.dom.html.HTMLTableRowElement,15,1,0,0,15,105,0,0,15,2,15,0,0,0,0.488888889,0,0,0,1,1,0
org.w3c.dom.NodeList,2,1,0,0,2,1,0,0,2,2,2,0,0,0,0.75,0,0,0,1,1,0
org.apache.xerces.dom.CharacterDataImpl,14,3,3,7,35,17,3,4,11,0.717948718,291,0.666666667,1,0.806451613,0.480769231,1,1,19.57142857,3,1.3571,1
org.xml.sax.helpers.LocatorImpl,10,1,0,0,15,37,0,0,10,0.777777778,64,1,0,0,0.375,0,0,5,1,0.8,0
org.w3c.dom.html.HTMLMetaElement,8,1,0,0,8,28,0,0,8,2,8,0,0,0,0.75,0,0,0,1,1,0
javax.xml.parsers.ParserConfigurationException,2,3,0,0,4,1,0,0,2,2,9,0,0,1,0.75,0,0,3.5,0,0,0
org.xml.sax.XMLReader,14,1,0,0,14,91,0,0,14,2,14,0,0,0,0.206349206,0,0,0,1,1,0
org.apache.xerces.dom.DeferredNode,1,1,0,14,1,0,14,0,1,2,1,0,0,0,1,0,0,0,1,1,1
org.apache.wml.WMLTableElement,8,1,0,2,8,28,1,1,8,2,8,0,0,0,0.5,0,0,0,1,1,1
org.apache.wml.dom.WMLAccessElementImpl,9,4,0,3,12,36,0,3,9,2,50,0,0,0.911111111,0.555555556,1,4,4.555555556,1,0.8889,1
org.apache.xerces.dom.DeferredDocumentImpl,69,3,0,25,129,1784,15,24,50,0.891304348,3050,0.956521739,0,0.571428571,0.181716834,2,12,42.86956522,12,2.6232,1
org.w3c.dom.html.HTMLOptGroupElement,4,1,0,0,4,6,0,0,4,2,4,0,0,0,0.5,0,0,0,1,1,0
org.apache.xerces.dom.CommentImpl,3,3,1,3,4,3,2,2,3,1.5,13,0,0,0.964285714,0.555555556,1,4,3,1,0.6667,1
org.apache.xerces.dom.DeferredTextImpl,3,4,0,4,9,0,1,4,1,0.75,44,0.5,0,0.967741935,0.555555556,3,12,13,2,1,1
org.apache.wml.dom.WMLImgElementImpl,23,4,0,3,26,253,0,3,23,2,127,0,0,0.788461538,0.52173913,1,6,4.52173913,1,0.9565,1
org.apache.xml.serialize.XHTMLSerializer,5,3,0,3,10,10,1,2,5,2,76,0,0,0.985507246,0.55,1,1,14.2,2,0.4,1
org.apache.wml.dom.WMLTableElementImpl,13,4,0,3,18,78,0,3,13,2,73,0,0,0.872340426,0.403846154,1,6,4.615384615,1,0.9231,1
org.w3c.dom.html.HTMLIFrameElement,20,1,0,0,20,190,0,0,20,2,20,0,0,0,0.75,0,0,0,1,1,0
org.apache.xml.serialize.EncodingInfo,5,1,1,4,8,4,4,0,5,0.5,56,0,0,0,0.55,0,0,9.6,2,0.8,1
org.xml.sax.helpers.XMLReaderAdapter,22,1,0,0,43,127,0,0,20,0.698412698,161,0,3,0,0.15034965,0,0,6.181818182,2,0.9545,0
org.apache.xml.serialize.IndentPrinter,17,2,0,3,34,0,1,2,16,0.4625,403,1,0,0.515151515,0.183006536,1,15,22.41176471,8,2.2353,1
org.apache.xerces.dom.DeferredCDATASectionImpl,3,5,0,4,7,0,1,4,1,0.75,33,0.5,0,0.969230769,0.555555556,3,11,9.333333333,1,0.6667,1
org.apache.xml.serialize.DOMSerializer,3,1,0,2,3,3,2,0,3,2,3,0,0,0,0.5,0,0,0,1,1,1
org.apache.xerces.dom.events.MutationEventImpl,7,2,0,2,9,1,1,1,7,0.972222222,70,0,1,0.6,0.314285714,0,0,7.285714286,1,0.8571,1
org.apache.wml.dom.WMLPostfieldElementImpl,9,4,0,3,12,36,0,3,9,2,50,0,0,0.911111111,0.555555556,1,5,4.555555556,1,0.8889,1
org.apache.html.dom.HTMLQuoteElementImpl,3,4,0,2,6,3,0,2,3,2,17,0,0,0.979166667,0.666666667,0,0,4.666666667,1,0.6667,1
org.w3c.dom.html.HTMLElement,10,1,0,0,10,45,0,0,10,2,10,0,0,0,0.75,0,0,0,1,1,0
org.xml.sax.Parser,7,1,0,0,7,21,0,0,7,2,7,0,0,0,0.25,0,0,0,1,1,0
org.apache.wml.dom.WMLDOMImplementationImpl,4,2,0,4,8,4,0,4,3,0.666666667,31,0,1,0.666666667,0.444444444,0,0,6.5,1,0.5,1
org.w3c.dom.traversal.TreeWalker,13,1,0,0,13,78,0,0,13,2,13,0,0,0,0.538461538,0,0,0,1,1,0
org.w3c.dom.html.HTMLDirectoryElement,2,1,0,0,2,1,0,0,2,2,2,0,0,0,0.75,0,0,0,1,1,0
org.apache.xerces.dom.events.EventImpl,11,1,1,2,13,35,2,0,11,0.9,87,0.1,2,0,0.393939394,0,0,6,1,0.9091,1
org.xml.sax.EntityResolver,1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,1,0
org.apache.html.dom.HTMLHeadingElementImpl,3,4,0,2,6,3,0,2,3,2,17,0,0,0.979166667,0.666666667,0,0,4.666666667,1,0.6667,1
org.apache.wml.WMLTimerElement,4,1,0,2,4,6,1,1,4,2,4,0,0,0,0.75,0,0,0,1,1,1
org.apache.wml.WMLHeadElement,0,1,0,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
org.apache.html.dom.HTMLFrameElementImpl,17,4,0,2,23,136,0,2,17,2,96,0,0,0.854545455,0.397058824,0,0,4.647058824,1,0.9412,1
org.apache.html.dom.HTMLBaseElementImpl,5,4,0,2,8,10,0,2,5,2,28,0,0,0.959183673,0.6,0,0,4.6,1,0.8,1
org.w3c.dom.EntityReference,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
org.apache.xerces.dom.DeferredAttrImpl,4,3,0,4,12,0,1,4,1,0.666666667,58,0.5,0,0.952380952,0.5,2,7,13,2,1,1
org.apache.html.dom.HTMLStyleElementImpl,7,4,0,2,12,21,0,2,7,2,39,0,0,0.94,0.428571429,0,0,4.571428571,1,0.8571,1
org.xml.sax.helpers.ParserFactory,3,1,0,0,8,3,0,0,2,2,25,0,0,0,0.333333333,0,0,7.333333333,1,0.6667,1
org.w3c.dom.html.HTMLAppletElement,22,1,0,0,22,231,0,0,22,2,22,0,0,0,0.75,0,0,0,1,1,0
org.apache.html.dom.HTMLMapElementImpl,4,4,0,3,8,6,0,3,4,1,32,1,1,0.969072165,0.583333333,0,0,6.75,2,1,1
org.xml.sax.Locator,4,1,0,0,4,6,0,0,4,2,4,0,0,0,1,0,0,0,1,1,0
org.w3c.dom.html.HTMLAreaElement,16,1,0,0,16,120,0,0,16,2,16,0,0,0,0.375,0,0,0,1,1,0
org.apache.wml.WMLNoopElement,0,1,0,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
org.apache.wml.dom.WMLElementImpl,11,3,35,39,20,55,36,4,7,2,93,0,0,0.87804878,0.436363636,2,3,7.454545455,3,1.2727,1
org.xml.sax.SAXNotRecognizedException,1,4,0,0,2,0,0,0,1,2,5,0,0,1,1,0,0,4,0,0,0
org.apache.xerces.dom.DeferredAttrNSImpl,4,4,0,5,18,0,1,5,1,0.666666667,123,0.5,0,0.955223881,0.5,4,9,29.25,9,2.75,1
org.apache.html.dom.CollectionIndex,4,1,0,1,5,0,1,0,0,0,28,1,0,0,0.625,0,0,5.75,2,1,0
org.w3c.dom.html.HTMLHeadingElement,2,1,0,0,2,1,0,0,2,2,2,0,0,0,0.75,0,0,0,1,1,0
org.w3c.dom.events.MutationEvent,6,1,0,0,6,15,0,0,6,1.2,9,0,0,0,0.333333333,0,0,0,1,1,0
org.apache.xml.serialize.SerializerFactory,8,1,1,3,20,22,1,3,6,0.928571429,108,0.5,0,0,0.285714286,0,0,12.25,1,0.75,1
org.apache.wml.WMLElement,4,1,0,36,4,6,36,0,4,2,4,0,0,0,0.75,0,0,0,1,1,1
org.apache.xml.serialize.ElementState,1,1,0,4,2,0,4,0,1,2,15,0,0,0,1,0,0,3,0,0,1
org.w3c.dom.html.HTMLOListElement,6,1,0,0,6,15,0,0,6,2,6,0,0,0,0.375,0,0,0,1,1,0
org.w3c.dom.html.HTMLImageElement,26,1,0,0,26,325,0,0,26,2,26,0,0,0,0.5,0,0,0,1,1,0
org.apache.wml.dom.WMLGoElementImpl,13,4,0,3,16,78,0,3,13,2,72,0,0,0.872340426,0.538461538,1,4,4.538461538,1,0.9231,1
org.apache.xerces.dom.DeferredProcessingInstructionImpl,3,3,0,4,8,0,1,4,1,0.75,40,0.5,0,0.960784314,0.555555556,2,7,11.66666667,1,0.6667,1
org.w3c.dom.html.HTMLIsIndexElement,3,1,0,0,3,3,0,0,3,2,3,0,0,0,0.666666667,0,0,0,1,1,0
org.apache.wml.dom.WMLMetaElementImpl,15,4,0,3,20,105,0,3,15,2,84,0,0,0.854166667,0.4,1,4,4.6,1,0.9333,1
org.w3c.dom.html.HTMLFieldSetElement,1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,1,0
org.w3c.dom.Attr,5,1,0,0,5,10,0,0,5,2,5,0,0,0,0.6,0,0,0,1,1,0
org.xml.sax.helpers.AttributeListImpl,12,1,0,0,24,0,0,0,12,0.303030303,178,0,0,0,0.4375,0,0,13.58333333,2,1.25,0
org.apache.wml.WMLWmlElement,2,1,0,2,2,1,1,1,2,2,2,0,0,0,0.75,0,0,0,1,1,1
org.apache.wml.dom.WMLTdElementImpl,7,4,0,3,10,21,0,3,7,2,39,0,0,0.931818182,0.571428571,1,6,4.571428571,1,0.8571,1
org.apache.xml.serialize.Encodings,3,1,0,3,9,1,1,2,1,1.166666667,183,0.333333333,1,0,0.5,0,0,59,4,1.3333,1
org.w3c.dom.html.HTMLFormElement,16,1,0,0,16,120,0,0,16,2,16,0,0,0,0.6875,0,0,0,1,1,0
org.apache.xerces.dom.DocumentImpl,42,5,3,20,101,457,13,12,12,0.832752613,1394,0.714285714,1,0.8,0.163865546,4,18,32.02380952,33,3.7381,1
org.apache.xml.serialize.OutputFormat,48,1,0,12,63,912,10,2,48,0.907054871,598,1,1,0,0.220238095,0,0,11.0625,12,1.625,1
org.w3c.dom.html.HTMLFrameSetElement,4,1,0,0,4,6,0,0,4,2,4,0,0,0,0.75,0,0,0,1,1,0
org.w3c.dom.html.HTMLLIElement,4,1,0,0,4,6,0,0,4,2,4,0,0,0,0.5,0,0,0,1,1,0
org.apache.wml.WMLOneventElement,2,1,0,2,2,1,1,1,2,2,2,0,0,0,0.75,0,0,0,1,1,1
javax.xml.parsers.SAXParser,17,1,1,0,37,136,0,0,16,2,254,0,0,0,0.308823529,0,0,13.94117647,1,0.9412,0
org.apache.xerces.parsers.DOMParser,14,4,0,16,48,35,4,12,14,2,328,0,0,0.868421053,0.2,1,1,22.42857143,1,0.7143,1
org.xml.sax.SAXException,6,3,5,0,10,0,0,0,6,0,54,1,0,0.85,0.555555556,1,2,7.833333333,3,1,0
org.apache.xerces.dom.DocumentFragmentImpl,4,4,0,2,6,6,1,2,4,1.333333333,16,0,0,0.975308642,0.625,2,5,2.75,1,0.5,1
org.apache.html.dom.HTMLScriptElementImpl,15,4,0,2,30,105,0,2,15,2,126,0,0,0.87037037,0.4,0,0,7.4,3,1.1333,1
org.apache.html.dom.HTMLTitleElementImpl,3,4,0,2,14,3,1,2,3,2,60,0,0,0.979166667,0.666666667,0,0,19,3,1.6667,1
org.apache.wml.dom.WMLSmallElementImpl,7,4,0,3,10,21,0,3,7,2,39,0,0,0.931818182,0.571428571,1,6,4.571428571,1,0.8571,1
org.apache.html.dom.HTMLButtonElementImpl,12,4,0,3,22,66,0,3,12,2,97,0,0,0.895238095,0.316666667,1,1,7.083333333,3,1.25,1
org.apache.xerces.dom.ParentNode,31,3,7,16,71,227,14,5,14,0.6,975,0.75,3,0.632911392,0.17921147,2,21,30.32258065,17,2.5806,1
org.apache.html.dom.HTMLTableCaptionElementImpl,3,4,0,3,6,3,1,2,3,2,17,0,0,0.979166667,0.666666667,0,0,4.666666667,1,0.6667,1
org.apache.html.dom.HTMLLIElementImpl,5,4,0,2,10,10,0,2,5,2,31,0,0,0.959183673,0.45,1,2,5.2,1,0.8,1
org.apache.html.dom.HTMLHRElementImpl,9,4,0,2,15,36,0,2,9,2,52,0,0,0.921568627,0.416666667,0,0,4.777777778,1,0.8889,1
org.apache.wml.dom.WMLAnchorElementImpl,9,4,0,3,12,36,0,3,9,2,50,0,0,0.911111111,0.555555556,1,6,4.555555556,1,0.8889,1
org.w3c.dom.html.HTMLButtonElement,12,1,0,0,12,66,0,0,12,2,12,0,0,0,0.354166667,0,0,0,1,1,0
org.apache.html.dom.HTMLObjectElementImpl,35,4,0,3,43,595,0,3,35,2,200,0,0,0.734375,0.308571429,0,0,4.714285714,1,0.9714,1
org.apache.html.dom.HTMLTextAreaElementImpl,23,4,0,3,32,253,0,3,23,2,149,0,0,0.810344828,0.295652174,1,3,5.47826087,3,1.1304,1
org.apache.wml.WMLDoElement,10,1,0,2,10,45,1,1,10,2,10,0,0,0,0.75,0,0,0,1,1,1
org.w3c.dom.html.HTMLBodyElement,12,1,0,0,12,66,0,0,12,2,12,0,0,0,0.75,0,0,0,1,1,0
org.apache.wml.WMLBElement,2,1,0,2,2,1,1,1,2,2,2,0,0,0,0.75,0,0,0,1,1,1
org.w3c.dom.html.HTMLTextAreaElement,23,1,0,0,23,253,0,0,23,2,23,0,0,0,0.347826087,0,0,0,1,1,0
org.w3c.dom.html.HTMLUListElement,4,1,0,0,4,6,0,0,4,2,4,0,0,0,0.5,0,0,0,1,1,0
org.apache.html.dom.HTMLDListElementImpl,3,4,0,2,6,3,0,2,3,2,17,0,0,0.979166667,0.5,0,0,4.666666667,1,0.6667,1
org.apache.xerces.dom.DeferredCommentImpl,3,4,0,4,7,0,1,4,1,0.75,33,0.5,0,0.966101695,0.555555556,2,7,9.333333333,1,0.6667,1
org.apache.html.dom.HTMLMetaElementImpl,9,4,0,2,12,36,0,2,9,2,50,0,0,0.921568627,0.555555556,0,0,4.555555556,1,0.8889,1
org.w3c.dom.Entity,3,1,0,0,3,3,0,0,3,2,3,0,0,0,1,0,0,0,1,1,1
org.apache.html.dom.HTMLInputElementImpl,38,4,0,3,49,703,0,3,38,2,229,0,0,0.717557252,0.294736842,1,3,5.026315789,3,1.0789,1
org.apache.wml.dom.WMLInputElementImpl,25,4,0,3,32,300,0,3,25,2,142,0,0,0.773584906,0.312,1,7,4.68,1,0.96,1
org.apache.html.dom.HTMLFieldSetElementImpl,1,4,0,3,2,0,0,3,1,2,6,0,0,1,1,0,0,5,0,0,1
org.apache.xerces.dom.EntityReferenceImpl,10,4,1,3,20,43,2,2,9,1,64,0.5,0,0.897727273,0.325,2,8,5.2,2,1,1
org.apache.xerces.jaxp.DocumentBuilderImpl,10,2,0,5,32,21,1,4,7,0.916666667,190,0.625,3,0.608695652,0.266666667,1,1,17.2,2,1,1
org.apache.xerces.dom.ElementDefinitionImpl,5,4,1,7,13,2,4,4,5,0.833333333,52,0.666666667,1,0.951807229,0.4,2,6,8.8,2,1.2,1
org.xml.sax.helpers.XMLFilterImpl,36,1,0,0,69,246,0,0,35,0.804761905,436,1,6,0,0.125925926,0,0,10.94444444,2,1.1389,0
org.apache.xerces.dom.ElementNSImpl,6,3,1,3,21,3,2,2,4,0.9,196,0.5,0,0.947368421,0.611111111,3,3,31,3,1.3333,1
org.w3c.dom.Element,16,1,0,0,16,120,0,0,16,2,16,0,0,0,0.645833333,0,0,0,1,1,0
org.apache.xerces.dom.NotationImpl,7,2,1,4,12,15,3,2,7,0.916666667,80,0.75,0,0.88,0.523809524,1,4,9.857142857,3,1.8571,1
org.apache.wml.dom.WMLTemplateElementImpl,11,4,0,3,14,55,0,3,11,2,61,0,0,0.891304348,0.545454545,1,4,4.545454545,1,0.9091,1
org.w3c.dom.Document,17,1,0,0,17,136,0,0,17,2,17,0,0,0,0.455882353,0,0,0,1,1,1
org.apache.html.dom.HTMLElementImpl,23,3,52,55,42,253,53,3,17,2,249,0,0,0.765957447,0.456521739,1,2,9.826086957,4,1.6087,1
org.w3c.dom.html.HTMLPreElement,2,1,0,0,2,1,0,0,2,2,2,0,0,0,0.75,0,0,0,1,1,0
org.w3c.dom.html.HTMLBRElement,2,1,0,0,2,1,0,0,2,2,2,0,0,0,0.75,0,0,0,1,1,0
org.apache.html.dom.HTMLLabelElementImpl,5,4,0,3,10,10,0,3,5,2,52,0,0,0.959183673,0.6,0,0,9.4,3,1.6,1
org.apache.html.dom.HTMLUListElementImpl,5,4,0,2,10,10,0,2,5,2,28,0,0,0.959183673,0.45,0,0,4.6,1,0.8,1
org.apache.html.dom.HTMLOListElementImpl,7,4,0,2,14,21,0,2,7,2,42,0,0,0.94,0.342857143,0,0,5,1,0.8571,1
org.w3c.dom.html.HTMLTableCellElement,29,1,0,0,29,406,0,0,29,2,29,0,0,0,0.370689655,0,0,0,1,1,0
org.apache.wml.WMLRefreshElement,0,1,0,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
